CS,BZO,BZO_ratio,Total_GSL,C3ratio_emmeans,Alk_emmeans,OH_emmeans,MSO_emmeans,GSOH_emmeans,lc,sc,GSOX_emmeans,Alk_OH_ratio,Ref,AOP,MAM,GSOH,Key,Classification,Classification_name,PC1,PC2,PC3,PC4,PC5,PC6,Name,Country,Lat,Long
CS76703,0.003180732,0.113693155,0.02797646,-0.001393341,0.761518295,0.102389054,8.53E-05,0.930789056,0.510463259,0.345093302,0.136007302,7.437497092,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.994270679,-1.668803364,-0.662742007,-0.092434032,-0.806680582,-4.16E-16,BEZ-9,FRA,44.12,3.77
CS76706,0.004020259,0.185264751,0.021700075,0.999960728,0.434508465,0.357577629,0.013923922,0.937946456,0.578449565,0.231163209,0.193989983,1.215144433,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.541501588,0.218806865,-0.046332954,-0.276208317,0.525482211,7.63E-16,BI-4,GER,48.4,8.77
CS76707,0.002182881,0.117639009,0.018555758,0.989060936,0.702174185,0.266334878,0.000221491,-0.618852459,0.655490115,0.200490057,0.031269446,2.636433458,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.865108955,-2.134792966,4.040602679,1.755991597,0.449511599,-8.72E-15,Bijisk-4,RUS,52.52,85.27
CS76711,0.001809496,0.058684897,0.0308341,0.96495544,0.661019942,0.281443729,0.000158145,0.160385557,0.755631912,0.168981582,0.057378183,2.348675323,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.813478199,-1.376505776,1.898778271,0.70207624,0.416716691,-4.11E-15,IP-Bis-0,ESP,42.49,0.54
CS76712,0.000993382,0.051661955,0.019228502,0.217886442,0.610127037,0.094433686,0.000164068,0.736128302,0.680891208,0.261191328,0.29527521,6.460904621,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.175878284,-1.146067698,-0.045992987,0.380291263,-0.103947276,-1.61E-15,Bisig-1,ITA,39.48,16.28
CS76713,0.003411203,0.111860761,0.030495081,-0.027908635,0.525174271,0.006948638,0.001705422,0.939435197,0.580112964,0.308420132,0.466171669,75.57945956,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,2.149062169,-0.803139889,-0.718352384,0.367697964,-0.05778347,3.33E-16,Bivio-1,ITA,39.13,16.17
CS76714,0.002210836,0.072888118,0.030331912,0.982872864,0.595396899,0.357801183,0.000239618,1.023450154,0.805701168,0.113372741,0.046562301,1.664043966,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-1.029762685,-0.40522102,-0.430325332,-0.468641404,0.269050955,9.44E-16,IP-Boa-0,ESP,40.4,-3.88
CS76715,0.00258294,0.091891198,0.028108677,0.989932353,0.642275564,0.292050582,0.000151862,1.05202854,0.693674802,0.193036299,0.065521992,2.199192889,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.876845532,-0.601497934,-0.533726781,-0.583977463,0.444078637,5.55E-16,B??n 1,SWE,62.8794,18.4473
CS76717,0.001347382,0.113160819,0.011906789,0.14063022,0.417327571,0.001502546,0.354607918,0.731502591,0.677024086,0.187809239,0.226561965,277.7470238,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,3.401409445,1.006837397,3.594339498,-5.318308324,-1.508423392,9.58E-16,IP-Bor-0,ESP,42.49,-6.71
CS76718,0.004438648,0.174088255,0.025496539,0.855426555,-0.006930083,0.813511989,0.000201077,0.937946456,0.653995625,0.16072499,0.193217016,-0.008518722,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.191098849,2.085822378,-0.059294116,0.7547561,-0.561893953,8.05E-16,Borky1,CZE,49.403,16.232
CS76719,0.002679134,0.164675335,0.016269188,0.02954578,0.613733553,0.170593554,0.00022113,0.973600282,0.591915648,0.229041485,0.215451764,3.597636254,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.066251771,-1.008412728,-0.738879026,0.094105404,-0.736442931,1.51E-16,IP-Bos-0,ESP,42.78,0.69
CS76720,0.001575216,0.074542175,0.021131876,1.002290824,0.813469444,0.3329418,-0.010243925,0.938110008,0.855643346,0.066474695,-0.13616732,2.443278205,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.601157618,-1.369475949,-0.308345878,-0.587739569,0.049896102,2.22E-16,B??t 1,SWE,57.7133,15.0689
CS76721,0.00103164,0.036874914,0.027976743,0.999964664,0.538651327,0.242521706,0.029633536,0.937946456,0.714890148,0.199273911,0.189193431,2.22104378,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.267618289,-0.187251517,0.070504248,-0.716677403,0.68054494,6.04E-16,IP-Bra-0,ESP,42.5,-6.15
CS76722,0.002042818,0.094828463,0.021542245,0.97465383,0.586709333,0.271727122,0.000271248,1.016457719,0.754260985,0.141016686,0.141292297,2.15918576,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.602024918,-0.430405209,-0.448992573,-0.412317038,0.598074667,8.60E-16,Bran-1,ROU,45.57,25.42
CS76725,0.002460146,0.107118904,0.022966497,0.027325199,0.573541928,0.179162,0.000129272,1.000272345,0.591097369,0.277541367,0.2471668,3.201247629,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.144637602,-0.827919866,-0.810339711,0.133249541,-0.697639416,4.72E-16,BRI-2,FRA,50.68,3.52
CS76726,0.002381072,0.092416452,0.02576459,0.99995966,0.732175405,0.233272059,0.000168732,0.937946456,0.667861198,0.18954274,0.034383805,3.138718835,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.877490339,-1.069037375,-0.240684243,-0.579147387,0.518647537,5.55E-16,Br??1-6,SWE,56.3,16
CS76727,0.000773232,0.037893452,0.020405425,0.999753233,0.201236591,0.784002485,0.001032162,0.937946456,0.893341645,0.039123125,0.013728762,0.256678511,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.849539123,1.320940312,-0.0070471,0.273537805,-0.588566087,1.55E-15,Br??sarp-11-135,SWE,55.7167,14.1333
CS76728,0.002505824,0.120954841,0.020717021,0.992538416,-0.003530103,0.165147032,0.068706434,0.937946456,0.488734648,0.388318715,0.769676637,-0.021375518,Accession,MSO,C3,NF,C3_MSO_NF,6,3MSO,1.780330065,2.036631007,0.444199209,-0.313636153,1.756954888,4.44E-16,Br??sarp-15-138,SWE,55.7167,14.1333
CS76729,0.002424502,0.1310037,0.018507126,0.968678973,0.239910276,0.699774797,0.000612636,0.937946456,0.790081287,0.072675087,0.059702292,0.342839263,Accession,AOP23,C3,NF,C3_AOP23_NF,4,?,-1.537138105,1.107003796,-0.057759361,0.246077227,-0.393056941,1.22E-15,Br??sarp-21-140,SWE,55.7167,14.1333
CS76730,0.00141225,0.083505825,0.016911994,0.989204018,0.725728171,0.295745431,-0.007341533,0.938110008,0.780456585,0.115898871,-0.014132069,2.453894788,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.152471503,-1.043223121,-0.298169458,-0.449987409,0.316077493,1.11E-16,Br??sarp-34-145,SWE,55.7167,14.1333
CS76733,0.00127842,0.043614856,0.029311572,0.97030607,0.231414598,0.311999416,0.019966998,1.033078375,0.760451399,0.165815739,0.436618988,0.741714845,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.306123175,1.068302111,-0.274104304,-0.097520169,0.991164878,5.55E-16,Buckhorn Pass,USA,41.3599,-122.755
CS76734,0.00180337,0.058367349,0.030896897,0.129639526,0.521258078,0.116833103,0.000145097,0.492900896,0.73271438,0.183803148,0.361763721,4.461561533,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.459300347,-1.010204029,0.596238029,0.946654044,-0.175626758,-2.55E-15,Bur-0,IRL,53.08,-9.07555556
CS76736,0.004165136,0.149709101,0.027821528,0.964528335,0.446615093,0.4402061,0.004695791,0.900908172,0.715999523,0.122776325,0.108483017,1.014559075,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.93200046,0.138509864,-0.021030556,-0.092659,0.178056698,3.05E-16,IP-Bus-0,ESP,36.97,-3.28
CS76738,0.001555505,0.060391699,0.025756934,-0.004755046,0.548529778,0.078422903,0.00029127,1.000638711,0.800887595,0.109834307,0.372756049,6.994510002,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.718570486,-0.801629961,-0.863017553,0.224373103,-0.325288044,2.22E-16,IP-Cab-3,ESP,41.54,2.39
CS76739,0.001732536,0.060058297,0.028847571,0.974664048,0.479351591,0.363669462,0.000321543,0.937946456,0.838087752,0.088833926,0.156657404,1.318096904,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.707708073,-0.019410497,-0.195509191,-0.116878931,0.449845741,4.72E-16,IP-Cad-0,ESP,40.37,-5.74
CS76740,0.0039453,0.191996108,0.020548854,0.83189903,-0.008822028,0.793686809,0.000255972,0.937946456,0.641413042,0.156655986,0.214879247,-0.011115251,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.063390628,2.072325993,-0.075889501,0.774976367,-0.524818002,1.02E-15,Can-0,ESP,29.2144,-13.4811
CS76741,0.00207009,0.090671547,0.022830646,0.984816533,0.605311237,0.33451126,0.000333658,1.047120419,0.766880225,0.108170132,0.059843845,1.8095392,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.955716353,-0.438011837,-0.503024689,-0.518246647,0.341700386,1.44E-15,IP-Cap-1,ESP,36.97,-3.36
CS76742,0.002697949,0.084681975,0.031859779,0.077099044,0.69755014,0.089561091,9.20E-05,0.948080234,0.614447607,0.281126714,0.21279677,7.788540028,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.129274713,-1.382713054,-0.684871582,-0.028363234,-0.499894144,4.47E-16,IP-Car-1,ESP,38.25,-4.32
CS76743,0.003413546,0.108929751,0.031337132,0.069262383,0.758033816,0.184194049,0.000123965,0.955961942,0.659664801,0.212113476,0.05764817,4.115408836,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.535588098,-1.559379986,-0.670781202,-0.182420079,-0.987044358,5.55E-16,IP-Cas-0,ESP,38.54,-3.39
CS76744,0.001735853,0.072526053,0.023934199,0.982019417,0.685762876,0.241113636,0.000110463,-0.2416,0.575079406,0.311666623,0.073013025,2.844148039,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.708904775,-1.79886445,2.991395612,1.247759688,0.559443981,-6.44E-15,Castelfed-1-195,ITA,46.3378,11.2928
CS76745,0.002467777,0.128825854,0.019155914,0.995499633,0.656100993,0.2741222,0.000186094,0.937946456,0.602972583,0.23114851,0.069590712,2.393461721,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.838113619,-0.751112449,-0.225513381,-0.441587479,0.497534188,2.22E-16,Castelfed-1-196,ITA,46.3378,11.2928
CS76746,0.000801425,0.044178182,0.018140742,0.982388318,0.687650953,0.252406418,0.000124432,-0.5,0.54363851,0.365039201,0.059818196,2.724379822,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.755938575,-1.998159574,3.705260131,1.619106803,0.516866639,-8.16E-15,Castelfed-1-197,ITA,46.3378,11.2928
CS76747,0.003524036,0.149166321,0.023624877,0.987058084,0.68461313,0.25962189,0.000143865,-0.425352113,0.597645988,0.242438976,0.055621115,2.636962276,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.78921608,-1.922740105,3.505393945,1.510789682,0.50227994,-7.22E-15,Castelfed-1-198,ITA,46.3378,11.2928
CS76748,0.003087629,0.187877659,0.016434253,0.66728616,0.284740977,0.349801908,0.32567374,0.937946456,0.581253371,0.223883068,0.039783375,0.814006359,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,1.382552166,1.97522794,3.071950552,-5.224669098,-1.495846289,2.89E-15,Castelfed-1-199,ITA,46.3378,11.2928
CS76749,0.001786547,0.069541253,0.025690463,0.963054782,0.388768926,0.3556414,0.000243972,0.937946456,0.770116208,0.131466412,0.255345702,1.093148678,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.395028734,0.323014073,-0.203958496,0.068633225,0.629670662,5.13E-16,Castelfed-2-200,ITA,46.3378,11.2928
CS76750,0.001738618,0.069792419,0.024911273,0.975046584,0.500786018,0.265791517,0.00023957,0.937946456,0.768785198,0.13806958,0.233182894,1.884130927,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.325339219,-0.160237086,-0.236058006,-0.128090523,0.783185895,6.31E-16,Castelfed-2-201,ITA,46.3378,11.2928
CS76751,0.002017346,0.061679121,0.032707113,0.990538324,0.564270088,0.381164104,0.000179529,0.937946456,0.773111339,0.140329689,0.054386279,1.480386222,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.053618195,-0.333480599,-0.183840241,-0.292499007,0.25336653,2.22E-16,Castelfed-2-202,ITA,46.3378,11.2928
CS76752,0.001848462,0.061904036,0.029860121,0.972146055,0.401071748,0.298724367,0.000173788,0.937946456,0.751367985,0.1587874,0.300030097,1.342614774,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.184342421,0.245226141,-0.22434012,0.058453809,0.83960565,2.78E-17,Castelfed-2-203,ITA,46.3378,11.2928
CS76754,0.002957919,0.204183038,0.014486605,0.986760423,0.633162073,0.35175829,-0.004455404,0.938110008,0.554112303,0.222949823,0.01953504,1.799991902,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.12803828,-0.639418842,-0.246121853,-0.335634971,0.255646982,7.22E-16,Castelfed-3-205,ITA,46.3378,11.2928
CS76755,0.004689012,0.172907145,0.027118671,0.988943374,0.482563179,0.282600687,0.052646869,1.019064522,0.489638927,0.326596424,0.182189265,1.707579641,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.20235707,0.209119164,0.099962252,-1.13216017,0.483769097,5.13E-16,Castelfed-3-206,ITA,46.3378,11.2928
CS76756,0.001839785,0.105353402,0.017462986,0.737446149,0.348501276,0.409400405,0.127410921,1.008309212,0.72076585,0.16916998,0.114687397,0.851247999,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.190613143,1.009790676,0.863308552,-2.066289379,-0.610052929,1.75E-15,Castelfed-3-207,ITA,46.3378,11.2928
CS76757,0.004729535,0.159687685,0.029617406,0.988169223,0.481342661,0.349845222,0.010127804,0.937946456,0.538329047,0.271523508,0.158684313,1.375873189,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.637342432,0.011485382,-0.093677639,-0.2933032,0.467724674,5.55E-16,Castelfed-3-208,ITA,46.3378,11.2928
CS76758,0.006624912,0.200021207,0.033121048,0.964238961,0.430481153,0.41386656,0.008441725,1.009814324,0.479929831,0.308821085,0.147210563,1.040144807,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.757681268,0.285238634,-0.291595522,-0.277903867,0.285543608,1.05E-15,Castelfed-3-209,ITA,46.3378,11.2928
CS76759,0.003208583,0.122022974,0.026294909,0.858791958,0.591396715,0.244298741,0.000133723,0.75543489,0.605331395,0.234340875,0.164170821,2.420793138,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.323503228,-0.712712327,0.209750357,0.028813085,0.493105607,-7.08E-16,IP-Cat-0,ESP,40.54,-3.69
CS76760,0.002249473,0.102066645,0.022039257,0.369983284,0.596169136,0.239006789,0.001412214,1.004509665,0.6736763,0.189242134,0.163411861,2.494360674,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.345667553,-0.734201267,-0.651660084,-0.125662469,-0.369507133,5.41E-16,CATS-6,FRA,50.79,2.69
CS76762,0.000495117,0.027324567,0.018119848,1.005817464,1.149137142,0.222668947,-0.026014079,0.938110008,0.935064306,0.03052796,-0.34579201,5.160742701,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-2.12156765,-2.803889869,-0.516679298,-0.935523792,-0.063863928,6.66E-16,IP-Cdo-0,ESP,42.23,-4.64
CS76763,0.000527702,0.020418708,0.025844044,0.725580326,0.241686402,0.040607241,0.000173847,-0.018635993,0.7879227,0.183399896,0.717532509,5.951805476,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,1.82028013,-0.121464344,2.200068375,1.968949697,1.696154849,-6.00E-15,IP-Cem-0,ESP,41.15,-4.32
CS76764,0.001665205,0.077638743,0.021448119,0.924112651,0.457033476,0.485414124,0.000680449,1.013214111,0.836650521,0.056460242,0.056871952,0.941533122,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-1.129869443,0.177691544,-0.36829599,-0.201530385,-0.063760035,1.50E-15,IP-Cha-0,ESP,40.38,-4.21
CS76765,0.00159716,0.071282151,0.02240617,0.963896972,0.609316426,0.327700701,0.000364137,1.015274996,0.812618575,0.100993833,0.062618737,1.8593687,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.906496086,-0.490361679,-0.426203049,-0.467547839,0.323402821,6.11E-16,CHA-41,USA,42.3634,-71.1445
CS76767,0.004235217,0.206645797,0.020495055,0.980025217,0.631923273,0.32727265,0.000183459,-1.094202899,0.557729314,0.219148618,0.040620617,1.930877122,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.90901653,-2.195484868,5.365831395,2.57630708,0.339462107,-1.14E-14,Chaba-2,RUS,53.6,79.37
CS76768,0.002609848,0.07712562,0.033838924,0.981470199,0.536312365,0.399009261,0.000277979,0.937946456,0.829336504,0.087598884,0.064400395,1.344110068,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.041623431,-0.21758672,-0.179028073,-0.240731334,0.221195762,1.05E-15,IP-Cho-0,ESP,40.51,-3.9
CS76769,0.003039866,0.109744019,0.027699605,0.516173273,0.735054177,0.211217869,0.003759101,0.804405634,0.732834377,0.154044722,0.049968854,3.480075716,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.110989249,-1.37555165,-0.033064038,-0.206587144,-0.275791615,-5.55E-16,Choto-1,BUL,41.5,23.33
CS76770,0.000410221,0.02045062,0.020059098,0.985310392,0.476426352,0.066662188,0.038066688,1.019211169,0.616927588,0.351004216,0.418844772,7.146875406,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.754602452,0.043787725,-0.141675667,-0.801391746,1.391684324,0,CIBC-17,UK,51.4083,-0.6383
CS76771,0.003869087,0.152922718,0.02530093,0.089522082,0.450633738,0.161889403,9.62E-05,0.801022455,0.491490667,0.33851467,0.38738065,2.783590088,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.500003326,-0.488615443,-0.246786694,0.639357846,-0.289517962,-6.66E-16,Cimin-1,ITA,39.58,16.21
CS76772,0.000866237,0.033774499,0.025647664,0.185764308,0.34443775,0.194340727,0.000140123,0.529155867,0.729678966,0.229281816,0.4610814,1.772339519,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.538117796,-0.226989318,0.550191958,1.18650953,-0.041124846,-2.00E-15,IP-Cir-0,ESP,40.61,-6.57
CS76774,0.001259251,0.040831272,0.030840357,0.986513721,0.511099593,0.391982028,0.000168817,0.937946456,0.790030379,0.158267785,0.096749562,1.303885269,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.944342733,-0.122119455,-0.181039772,-0.190218706,0.304584236,5.00E-16,IP-Cmo-3,ESP,40.05,-4.65
CS76775,0.003779428,0.118745511,0.031827965,-0.0315235,0.818283844,0.00784866,0.001926317,0.955095956,0.588208257,0.261618106,0.17194118,104.2577807,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.306529042,-1.93051097,-0.760433726,-0.227273995,-0.617059384,3.05E-16,IP-Coa-0,POR,38.45,-7.5
CS76776,0.002659595,0.080477598,0.033047644,0.106550648,0.710303038,0.201187038,-0.004541981,0.793494125,0.814922755,0.095868287,0.093051905,3.530560633,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.536366311,-1.49349565,-0.252246815,0.20601046,-0.868380812,-8.33E-16,IP-Coc-1,ESP,42.31,3.19
CS76777,0.001371143,0.059907413,0.022887702,1.001278398,0.814070164,0.185324404,-0.00571664,0.938110008,0.816864624,0.109981029,0.006322071,4.392676543,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.916020686,-1.439592307,-0.32158852,-0.622847218,0.5831364,3.89E-16,IP-Cod-0,ESP,41.25,-1.32
CS76778,0.00357369,0.141558361,0.025245347,0.030107263,0.000728789,0.268080355,0.056090301,1.06557377,0.39636955,0.440252527,0.675100555,0.002718547,Col,MSO,C4,NF,C4_MSO_NF,12,4MSO,2.562985351,1.737868713,-0.368121329,0.152604868,-0.273704572,8.88E-16,Col-0,USA,38.3,-92.3
CS76779,0.003188226,0.117943502,0.027031807,0.989030723,0.241708163,0.177762636,0.027788963,0.937946456,0.547215802,0.329711993,0.552740238,1.359724227,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,0.890096889,0.91698133,0.021087425,-0.082838792,1.473056437,-2.22E-16,CSHL-5,USA,40.8585,-73.4675
CS76780,0.001326166,0.05030865,0.026360596,0.152814539,0.584984678,0.097713693,0.000103167,0.717679031,0.636747324,0.302991176,0.317198462,5.986721627,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.322317485,-1.087060379,-0.019825128,0.488301915,-0.183781935,-1.17E-15,IP-Con-0,ESP,37.94,-5.6
CS76782,0.002744704,0.103354017,0.026556336,0.931781776,0.750552975,0.248493953,-0.002628344,0.962198566,0.684256897,0.206162854,0.003581416,3.020407398,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.916841655,-1.152138777,-0.356604178,-0.572914999,0.321285074,0,IP-Cor-0,ESP,40.83,-2
CS76784,0.003272144,0.11470966,0.028525444,0.999965304,0.566973983,0.347039063,0.000145122,0.937946456,0.678129075,0.199049171,0.085841831,1.633746871,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.919235426,-0.360322482,-0.19443522,-0.291610512,0.394951534,6.11E-16,IP-Cot-0,ESP,41.83,-5.38
CS76785,0.000537717,0.01359969,0.039538915,1.002290167,0.839534622,0.130802099,0.064733855,0.938110008,0.941962927,0.035538102,-0.035070577,6.418357409,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.515661396,-1.273443585,0.391040807,-1.878137318,0.3507383,4.44E-16,IP-Coy-0,ESP,40.44,-4.27
CS76786,0.005745499,0.241072035,0.023833121,0.910311451,-0.004785908,0.851124534,0.000138864,0.937946456,0.500293267,0.248976161,0.15352251,-0.005623041,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.443026749,2.121349164,-0.023403812,0.713433014,-0.61166415,8.33E-16,Ct-1,ITA,37.3,15
CS76787,0.002763786,0.111385965,0.024812695,-0.021747685,0.392471418,0.0084097,0.002064014,0.941247753,0.569072559,0.313197091,0.597054868,46.66889555,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,2.516997237,-0.281036736,-0.716435514,0.61327905,0.193629674,-6.66E-16,IP-Cum-1,ESP,38.07,-6.66
CS76789,0.001729753,0.064661599,0.026750854,0.221539113,0.556454001,0.097381606,9.51E-05,-0.004133736,0.603001121,0.323895079,0.346069292,5.71415924,Cvi,Alk,C4,NF,C4_Alk_NF,10,Butenyl,1.340902552,-1.503965084,1.987064633,1.568345148,0.001576006,-5.22E-15,Cvi-0,CPV,15.1111,-23.6167
CS76790,0.004069343,0.142512291,0.02855433,0.008992477,0.527492348,0.159866884,6.87E-05,0.977884129,0.417362164,0.419979946,0.312572057,3.299572337,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.390452048,-0.685066312,-0.764427377,0.271403797,-0.569906937,1.67E-16,CYR,FRA,47.4,0.683333
CS76791,0.003595723,0.151647084,0.023711125,0.033593812,-0.002995763,0.24411718,0.019246029,0.937946456,0.433666765,0.399800595,0.739632555,-0.012271824,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,2.564066156,1.486396265,-0.41044035,0.991240981,0.038237734,0,Da-0,GER,49.8724,8.65081
CS76792,0.000760574,0.031606148,0.024064116,1.001257965,0.837718556,0.224307582,-0.005625271,0.938110008,0.841280813,0.106303469,-0.056400866,3.734686764,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.160918577,-1.508318843,-0.304817321,-0.682021032,0.39009985,6.66E-16,IP-Dar-0,ESP,41.13,-1.43
CS76793,0.000867555,0.033006312,0.026284518,0.180271577,0.651049403,0.121690036,0.000163362,0.972743835,0.752783969,0.191900492,0.2270972,5.350063375,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.976060861,-1.122318796,-0.698738168,-0.035736075,-0.353622536,-2.15E-16,IP-Deh-1,ESP,40.29,-6.67
CS76794,0.001678262,0.065104374,0.025778022,0.976907982,0.30421032,0.155793869,0.000195705,1.046462955,0.751008861,0.163333555,0.539800105,1.952646286,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.733294994,0.623554259,-0.578025164,0.127571803,1.571239614,3.33E-16,Dem-4,USA,41.1876,-87.1923
CS76796,0.00289638,0.149287541,0.019401351,0.022276119,0.428990079,0.217345464,0.000195623,0.943756414,0.605954449,0.217107509,0.353468834,1.97377056,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.396369692,-0.288866608,-0.640816031,0.486991603,-0.581162751,-5.55E-17,DIR-9,FRA,48.54,4.32
CS76802,0.003712654,0.127571107,0.029102624,0.104134633,0.822060288,0.048173047,0.001835748,0.863917547,0.558942995,0.300233508,0.127930916,17.06473501,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.931267472,-1.937476138,-0.442306064,-0.17816726,-0.536179786,-3.33E-16,Dolen-1,BUL,41.62,23.94
CS76803,0.003177533,0.122707195,0.025895246,0.979930047,0.775744236,0.209669223,0.000136082,1.011137,0.636371979,0.233833306,0.014450459,3.699847903,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.8713525,-1.204125777,-0.459250958,-0.753657689,0.49081817,6.66E-16,Dolna-1-10,BUL,42.32,23.1
