CS,BZO,BZO_ratio,Total_GSL,C3ratio_emmeans,Alk_emmeans,OH_emmeans,MSO_emmeans,GSOH_emmeans,lc,sc,GSOX_emmeans,Alk_OH_ratio,Ref,AOP,MAM,GSOH,Key,Classification,Classification_name,PC1,PC2,PC3,PC4,PC5,PC6,Name,Country,Lat,Long
CS76594,0.002201762,0.090125894,0.024429849,0.999973869,0.221476912,0.111242711,0.012275894,0.937946456,0.592270871,0.308591346,0.655004483,1.990934142,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,1.185721604,0.895759887,-0.163434003,0.239942024,1.869971876,0,Rubezhnoe-1,UKR,49,38.28
CS76597,0.001071612,0.033531898,0.031957989,0.126213505,0.008121572,0.021739532,0.026222865,1.00714301,0.464405355,0.49145615,0.943916032,0.373585403,Accession,MSO,C4,F,C4_MSO_F,11,4MSO,3.43658942,1.432868677,-0.582190768,0.768019202,0.986975071,2.22E-16,Se-0,ESP,38.3333,-3.53333
CS76598,0.004340087,0.150816212,0.028777324,-0.001658179,0.595750393,0.183068506,0.000101571,0.96224347,0.53514312,0.28190651,0.22107953,3.254248404,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.103788248,-0.953005477,-0.715943931,0.159410823,-0.804573857,1.25E-16,Seattle-0,USA,47,-122.2
CS76599,0.005820495,0.241806529,0.024070876,0.99993792,-0.008949266,0.909156398,0.000259664,0.937946456,0.622236305,0.131832883,0.099533204,-0.009843483,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.816246583,2.208111721,0.036154567,0.658005638,-0.666960756,1.22E-15,Sei-0,ITA,46.5438,11.5614
CS76600,0.002228859,0.121369817,0.018364195,0.036047802,-0.0033304,0.124204473,0.034182713,0.937946456,0.405147243,0.46433862,0.844943214,-0.026813846,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,3.15484334,1.481366557,-0.302552181,0.767482647,0.415766119,0,Sg-1,GER,47.6667,9.5
CS76601,0.003374572,0.12172685,0.027722495,0.035843173,-0.00236087,0.19572059,0.033574164,0.937946456,0.430735436,0.433909032,0.773066116,-0.01206245,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,2.825344373,1.516828929,-0.279885771,0.754903954,0.144980778,4.44E-16,Si-0,GER,50.8738,8.02341
CS76603,0.002875959,0.138224602,0.020806419,0.024305019,-0.003966932,0.279396664,0.027664877,0.937946456,0.506221131,0.344073287,0.696905391,-0.014198208,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,2.44630459,1.542539635,-0.311916405,0.841190465,-0.157618738,0,Sp-0,GER,52.5339,13.181
CS76604,0.003672637,0.148142953,0.024791169,0.991466293,-0.003225854,0.467380923,0.079072557,0.937946456,0.486567251,0.355108707,0.456772374,-0.006901981,Accession,MSO,C3,NF,C3_MSO_NF,6,3MSO,0.440760917,2.25563939,0.674792509,-0.583656875,0.546968659,1.22E-15,Sq-8,UK,51.4083,-0.6383
CS76605,0.006250411,0.264727214,0.023610761,0.975780116,-0.007921735,0.929114433,0.00022985,0.937946456,0.574514941,0.1518353,0.078577452,-0.008526113,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.877161477,2.205950835,0.034611192,0.662455587,-0.787299917,1.17E-15,Stw-0,RUS,52,36
CS76606,0.001757453,0.111744676,0.015727398,0.943497777,0.400358573,0.335106583,0.000329832,1.038719429,0.685493999,0.158846237,0.264205012,1.194720107,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.312157805,0.335943693,-0.495496439,-0.087360466,0.649780292,9.44E-16,Su-0,UK,53.6473,-3.00733
CS76607,0.00353732,0.128846701,0.02745371,0.045292577,0.482577315,0.174831549,6.97E-05,0.459681684,0.419781038,0.430570836,0.342521429,2.760241609,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.42275455,-0.885712007,0.677595713,1.096033783,-0.472049014,-2.55E-15,Sus-1,KGZ,42.1833,73.4
CS76608,0.005369873,0.238372802,0.022527205,0.988454802,-0.006102557,0.937129415,0.000177066,0.937946456,0.541336928,0.206577913,0.068796076,-0.006511968,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.936224251,2.208453536,0.042224265,0.651205768,-0.798502134,1.33E-15,Ta-0,CZE,49.5,14.5
CS76609,0.004692962,0.228802035,0.020511015,0.976437784,-0.006962773,0.950814857,0.000202026,0.937946456,0.566509798,0.198853688,0.05594589,-0.007322954,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.979528338,2.215077321,0.043401608,0.654273197,-0.870313896,1.78E-15,Tac-0,USA,47.2413,-122.459
CS76610,0.00492912,0.211000889,0.02336066,0.983669871,0.694430119,0.205735014,-0.002612138,0.938110008,0.528227972,0.235819409,0.102447005,3.375361862,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.630554058,-0.956575724,-0.287580421,-0.441570592,0.6807315,1.94E-16,Tamm-2,FIN,60,23.5
CS76611,0.001125679,0.040321135,0.02791784,0.943456893,0.618643476,0.322942049,0.000141287,0.868250131,0.730001388,0.208902228,0.058273188,1.915648577,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.87884721,-0.651673931,-0.034985498,-0.254796834,0.291099089,-2.22E-16,Tha-1,NED,52.08,4.3
CS76612,0.003085523,0.153403416,0.020113783,0.475868021,0.210822521,0.305609045,0.519389214,0.938110008,0.709591978,0.117113126,-0.03582078,0.689843851,Accession,Alk,C4,NF,C4_Alk_NF,10,Butenyl,2.681114674,2.975453023,4.999029738,-8.332778032,-2.610920513,4.66E-15,Ting-1,SWE,56.5,14.9
CS76614,0.00226873,0.131570599,0.017243442,0.704756691,0.454729398,0.427721452,0.000315649,1.001324171,0.704837697,0.151390366,0.117233501,1.063143772,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.563530214,0.053858122,-0.447837161,-0.048136304,-0.225304528,9.44E-16,Tol-0,USA,41.6639,-83.5553
CS76615,0.001187007,0.049518283,0.023971085,0.037938757,-0.005343855,0.012471944,0.023939057,0.937946456,0.706085842,0.221697429,0.968932855,-0.428470127,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,3.632827213,1.381395694,-0.454058311,0.981436108,0.905131028,-4.44E-16,Ts-1,ESP,41.7194,2.93056
CS76616,0.002085642,0.101060366,0.020637586,0.714697745,0.260427408,0.413314367,0.285510885,0.937946456,0.751064342,0.145623863,0.04074734,0.630095222,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,0.969875687,1.956904159,2.697467618,-4.523298471,-1.38362212,2.44E-15,Tscha-1,AUT,47.0748,9.9042
CS76618,0.001129154,0.052983803,0.021311305,0.873290585,0.443151956,0.225190121,0.000276052,1.008722377,0.77345845,0.140063689,0.33138187,1.967901407,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.160700975,0.053657912,-0.485691722,-0.058270562,0.864510067,3.33E-16,Tul-0,USA,43.2708,-85.2563
CS76620,0.001972779,0.08142382,0.024228524,0.031445424,-0.003446032,0.176406176,0.035370884,0.937946456,0.566630012,0.340139247,0.791668972,-0.019534646,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,2.928020315,1.515532715,-0.270712154,0.733788141,0.202657292,-2.22E-16,Uk-1,GER,48.0333,7.7667
CS76621,0.005940034,0.216330577,0.027458134,0.983802898,-0.004547788,0.918594447,0.000131955,0.937946456,0.544399957,0.227421644,0.085821387,-0.004950812,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.85028221,2.189493383,0.032411971,0.656787694,-0.738875801,1.50E-15,Uod-1,AUT,48.3,14.45
CS76622,0.005732187,0.268982988,0.021310593,0.999931193,-0.009919073,0.846509516,0.000287803,0.937946456,0.58861046,0.134349616,0.163121754,-0.011717615,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.528640099,2.17531468,0.010963354,0.678105474,-0.427037107,1.26E-15,Utrecht,NED,52.0918,5.1145
CS76623,0.002870905,0.095838141,0.029955767,0.986895883,0.397867251,0.16374856,0.032129219,0.938110008,0.62575774,0.276048115,0.406254969,2.429745029,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,0.521318239,0.31927256,0.059155666,-0.456616483,1.206343745,-5.55E-17,Van-0,CAN,49.2655,-123.206
CS76624,0.000859335,0.040892436,0.021014522,0.020898185,-0.002797662,0.041050827,0.052610699,0.937946456,0.459817262,0.483045818,0.909136135,-0.068151167,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,3.611255583,1.502102351,-0.150128516,0.479191205,0.60123946,0,Ven-1,NED,52.0333,5.55
CS76625,0.003335493,0.107987991,0.030887629,0.005504156,0.650332046,0.166078158,8.60E-05,0.976244731,0.547248089,0.310381155,0.183503847,3.915819244,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.013602047,-1.161543458,-0.758733141,0.034617119,-0.829443609,3.82E-16,Vind-1,UK,54.9902,-2.3671
CS76626,0.001741243,0.072506209,0.024015088,0.987855323,-0.003144515,0.112402425,0.095216382,0.937946456,0.535936864,0.376066995,0.795525707,-0.027975507,Accession,MSO,C3,NF,C3_MSO_NF,6,3MSO,2.110800478,2.113991128,0.697298307,-0.756005542,1.800336643,4.44E-16,Wa-1,POL,52.3,21
CS76627,0.005411611,0.24538564,0.022053495,0.981147937,-0.006986829,0.924960292,0.000202724,0.937946456,0.559082583,0.184308564,0.081823814,-0.007553653,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.868357242,2.201931254,0.034714855,0.659707454,-0.763613811,1.28E-15,Wc-1,GER,52.6,10.0667
CS76628,0.006446023,0.22268598,0.028946694,0.978210788,-0.005577465,0.876580894,0.000161831,0.937946456,0.601081034,0.175900569,0.12883474,-0.00636275,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.648678245,2.166769201,0.0134704,0.673563335,-0.587195832,1.14E-15,Wei-0,SUI,47.25,8.26
CS76629,0.002898765,0.14837564,0.019536664,0.136740209,0.459116849,0.217865897,-0.002095101,0.105683561,0.479278962,0.351564834,0.325112355,2.107336919,Accession,Alk,C4,NF,C4_Alk_NF,10,Butenyl,1.177321645,-1.013922245,1.679238172,1.640281402,-0.413659751,-4.61E-15,Westkar-4,KGZ,42.26,74.16
CS76630,0.002674043,0.139571326,0.019158971,0.999959741,0.336028263,0.382485392,0.032513472,0.937946456,0.602166993,0.255403277,0.248972874,0.878538813,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.311357753,0.694495993,0.157723703,-0.414567263,0.510921585,8.19E-16,Wl-0,GER,47.9299,10.8134
CS76632,0.000600329,0.034983969,0.017160117,0.023958036,-0.003683407,0.033858449,0.043944985,0.937946456,0.505955989,0.449296527,0.925879973,-0.108788422,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,3.614383204,1.46607617,-0.242209233,0.631812737,0.684114843,-6.66E-16,Wt-5,GER,52.3,9.3
CS76633,0.001215067,0.04735994,0.025656008,0.971982852,0.423270555,0.211633161,0.000139549,1.021859478,0.684434498,0.230150419,0.364956736,2.000020006,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.14439395,0.172276014,-0.490452078,-0.081037815,1.128175992,2.78E-16,Yo-0,USA,37.45,-119.35
CS76634,0.002486283,0.117087972,0.021234316,0.095251578,0.760759548,0.095753864,0.036491047,0.24304421,0.446064284,0.410662579,0.106995542,7.944948844,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.039728492,-2.006576086,1.638494594,0.240435596,-0.804015246,-3.16E-15,Zal-1,KGZ,42.8,76.35
CS76635,0.006185882,0.208743573,0.02963388,0.909877151,-0.003273755,0.861861002,9.50E-05,0.937946456,0.481685995,0.292730752,0.141317765,-0.003798472,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.495724005,2.121397992,-0.019663936,0.70826371,-0.655849793,9.71E-16,Zdr-1,CZE,49.3853,16.2544
CS76640,0.00334129,0.147234883,0.022693603,-0.003057875,0.673640312,0.179420995,0.00018731,1.000335715,0.617750604,0.193849077,0.146751383,3.754523329,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.896908059,-1.228826669,-0.821692657,-0.047529457,-0.939775103,6.66E-16,11C1,UK,55.8877,-3.21072
CS76642,0.002128525,0.084355545,0.025232781,0.157666779,0.40269747,0.127908725,0.062711394,0.916784865,0.613821994,0.289683368,0.406682411,3.148319003,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.89712473,0.057984992,0.100969723,-0.546281285,-0.301900069,5.00E-16,IP-Ace-0,ESP,39.84,-6.6
CS76644,0.002692255,0.074779363,0.036002647,0.989365944,0.721973662,0.337724023,-0.006440136,0.938110008,0.85841008,0.062062798,-0.053257549,2.137762235,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.329763611,-1.000186667,-0.271628919,-0.470929716,0.158675799,6.66E-16,??dal 3,SWE,62.8622,18.336
CS76645,0.002094153,0.099092855,0.021133239,0.270180931,0.604908221,0.257802198,0.000142056,-0.006022585,0.606360338,0.274473448,0.137147525,2.346404438,Accession,Alk,C4,NF,C4_Alk_NF,10,Butenyl,0.406492102,-1.58005875,2.07675429,1.404304069,-0.613499505,-5.02E-15,Adam-1,RUS,51.41,59.98
CS76646,0.001981205,0.061689441,0.032115788,0.978029064,0.475624636,0.427353477,0.000493339,1.048968188,0.878742285,0.052007193,0.096528548,1.112953706,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.994806866,0.119849899,-0.471121762,-0.296035456,0.218141645,1.44E-15,IP-Adc-5,ESP,38.77,-4.07
CS76647,0.00430505,0.142929183,0.030120161,-0.001756843,0.65627432,0.164762789,0.000107615,0.916735188,0.579703208,0.254212352,0.178855276,3.983146464,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.014766098,-1.234023841,-0.598580979,0.113897797,-0.847730936,-1.39E-17,IP-Adm-0,ESP,39.15,-4.54
CS76648,0.002442662,0.091225663,0.02677604,-0.00150923,0.346764046,0.081510325,9.24E-05,0.967902661,0.568171431,0.332877938,0.571633181,4.254234605,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,2.28137591,-0.040200505,-0.772495668,0.665448243,0.047479784,-5.55E-16,Aiell-1,ITA,39.126899,16.170188
CS76649,0.00275811,0.110675316,0.024920733,0.920815269,0.255584557,0.205823091,0.058425568,0.937946456,0.647321929,0.239737009,0.480166784,1.241768143,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,0.914187944,0.981008041,0.325470434,-0.615840138,1.048566699,4.44E-16,Aitba-1,MAR,31.48,-7.45
CS76650,0.003328268,0.121024292,0.027500826,-0.001530183,0.535104737,0.124876992,9.37E-05,0.585551079,0.538143689,0.319667016,0.33992454,4.285054659,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.557408978,-1.041082254,0.293981702,0.846952067,-0.464723605,-2.50E-15,IP-Ala-0,ESP,39.72,-6.89
CS76651,0.00133827,0.070028424,0.019110383,1.004218856,0.873883996,0.339115797,-0.01886555,0.938110008,0.874205247,0.039913695,-0.194134243,2.576948652,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.833494077,-1.63624132,-0.395047786,-0.558459763,-0.034927638,5.55E-16,Ale-Stenar-41-1,SWE,55.3833,14.05
CS76652,0.001088244,0.048690569,0.022350201,1.003535809,0.86465806,0.319130398,-0.015811154,0.938110008,0.893702168,0.040720753,-0.167977304,2.709419307,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.705336625,-1.599492746,-0.371587488,-0.587188064,0.040050933,3.33E-16,Ale-Stenar-44-4,SWE,55.3833,14.05
CS76653,0.001918062,0.082782979,0.023169763,0.99986398,0.245387747,0.695996592,0.000568937,0.937946456,0.82980322,0.062508883,0.058046725,0.352570328,Accession,AOP23,C3,NF,C3_AOP23_NF,4,?,-1.578266342,1.095871553,-0.047689584,0.221971289,-0.333596508,9.99E-16,Ale-Stenar-56-14,SWE,55.3833,14.05
CS76654,0.001265831,0.038725163,0.032687558,1.003391953,0.723768757,0.493017932,-0.015167869,0.938110008,0.930091966,0.029023765,-0.20161882,1.468037389,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-2.087922337,-0.947336097,-0.294020048,-0.376340124,-0.361765533,8.88E-16,Ale-Stenar-64-24,SWE,55.3833,14.05
CS76656,0.000893278,0.045156789,0.019781699,1.003161314,0.704271704,0.307930498,-0.014136518,0.938110008,0.881304436,0.051458219,0.001934316,2.28711254,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.186997278,-0.975671934,-0.358621078,-0.30096799,0.372500269,2.22E-16,Aledal-6-49,SWE,56.7,16.5167
CS76659,0.001796014,0.075415139,0.023815033,0.015851241,0.322674945,0.094581267,8.98E-05,0.944254047,0.516477689,0.385284335,0.582653983,3.411615789,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,2.268611561,0.049883388,-0.69557008,0.734538539,0.073789784,-3.33E-16,IP-All-0,ESP,42.19,-7.8
CS76660,0.000833798,0.027650796,0.030154575,0.582276286,0.676966209,0.176954095,0.000316893,0.807473057,0.869038842,0.08623053,0.145762803,3.825660039,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.110795251,-1.155324392,-0.065643888,-0.060797147,0.099116246,-5.27E-16,IP-Alm-0,ESP,39.88,-0.36
CS76662,0.001736206,0.065505708,0.026504652,0.17813119,0.508723305,0.161726346,0.000191226,0.900732944,0.75445182,0.162576441,0.329359123,3.1455809,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.209499206,-0.601743298,-0.485224893,0.335078398,-0.242801675,-3.33E-16,IP-Alo-0,POR,40.11,-7.47
CS76663,0.002888699,0.136599448,0.021147223,0.906405159,0.43516584,0.380661125,0.01015967,0.937946456,0.592549715,0.253880851,0.174013364,1.143184347,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.533253192,0.176246193,-0.112394803,-0.173069938,0.292242088,6.25E-16,Alt-1,GER,48.59,9.22
CS76665,0.000691754,0.052011458,0.013300031,1.002210663,0.820588704,0.18047747,-0.009885469,0.938110008,0.796380932,0.109448768,0.008819294,4.546765328,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.92746314,-1.484949181,-0.366668032,-0.562243521,0.614342553,1.11E-16,??ngs??-74-430,SWE,59.5667,16.8667
CS76667,0.004103359,0.173763881,0.023614568,0.956347318,-0.010924133,0.916850569,0.000316965,0.937946456,0.696306871,0.110087002,0.093756599,-0.011914846,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.786085197,2.202983143,0.023013668,0.680003588,-0.769854506,1.50E-15,App1-12,SWE,56.3333,15.9667
CS76668,0.002808501,0.115599725,0.024295049,0.986202655,0.548171077,0.3365855,0.012134494,0.937946456,0.662805164,0.202999837,0.103108929,1.628623563,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.760239965,-0.248406342,-0.078999768,-0.453061503,0.378513666,1.11E-16,App1-14,SWE,56.3333,15.9667
CS76669,0.001857642,0.09284447,0.020008106,0.999907752,0.422914723,0.370061212,0.00038585,0.937946456,0.777964338,0.10673394,0.206638215,1.142823701,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.608465995,0.214157509,-0.182395281,-0.022631826,0.575287287,4.48E-16,App1-16,SWE,56.3333,15.9667
CS76671,0.00183336,0.074963219,0.024456794,0.975867917,0.510947874,0.364873853,0.000260863,1.043432894,0.779684489,0.129155972,0.123917409,1.400341159,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.810091012,-0.060155965,-0.484655511,-0.332831687,0.387294658,8.88E-16,IP-Are-0,ESP,41,-4.71
CS76672,0.004376258,0.145449154,0.030087889,0.060508366,0.509060885,0.213239308,9.38E-05,0.991967906,0.539730519,0.2918225,0.277605961,2.387275077,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.130414704,-0.550481371,-0.761135156,0.244864309,-0.647771134,6.11E-16,ARGE-1-15,FRA,47.16,4.28
CS76673,0.002132502,0.087062539,0.02449391,-0.001631116,0.641941498,0.066247522,9.99E-05,0.970708566,0.533426756,0.336700673,0.291711066,9.69004541,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.501417895,-1.194455166,-0.786756978,0.092108566,-0.446657189,-1.67E-16,ARR-17,FRA,44.05,3.69
CS76674,0.001509853,0.101751475,0.014838635,0.781025712,0.452283814,0.356671204,0.167327543,0.589908257,0.681652588,0.200037267,0.023717439,1.26806933,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.21758609,0.439249644,2.422710649,-2.352470022,-0.744372335,-1.67E-16,IP-Aru-0,ESP,41.81,2.49
CS76675,0.002102971,0.091597133,0.022958917,0.998021996,0.275554327,0.510233226,0.008864817,0.938091166,0.815752884,0.078810337,0.205347629,0.540055632,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.791566693,0.904132249,-0.037917958,0.07563574,0.266912907,1.04E-15,IP-Aul-0,ESP,40.52,-4.02
CS76676,0.00334178,0.143048779,0.023361122,0.936942933,0.503092348,0.389586814,0.000146767,0.937946456,0.607280975,0.240328482,0.107174072,1.2913485,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.843094387,-0.112448005,-0.201418639,-0.149165938,0.241224628,1.39E-16,B?ù1-2,SWE,56.4,12.9
CS76677,0.001421388,0.052935476,0.026851331,0.716813567,0.320120313,0.399135365,0.248050669,0.937946456,0.773432868,0.167475049,0.032693652,0.80203445,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,0.738848871,1.559667203,2.301916744,-3.986587745,-1.228089186,2.33E-15,B?ù4-1,SWE,56.4,12.9
CS76678,0.003521437,0.137614721,0.025589101,0.973270852,0.555715112,0.375683362,0.000193851,1.028299482,0.691483806,0.16611283,0.068407675,1.479211402,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.98412932,-0.24082179,-0.440498249,-0.398443386,0.258460805,8.33E-16,B?ù5-1,SWE,56.4,12.9
CS76679,0.003178587,0.148252065,0.021440423,0.999949867,0.492304059,0.392379106,0.000209694,0.937946456,0.654456815,0.18327712,0.115107141,1.254664307,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.91019606,-0.043239788,-0.175227486,-0.161126224,0.361721869,7.49E-16,Bach-7,GER,48.41,8.84
CS76680,0.004845995,0.202764749,0.023899593,0.992385149,0.298147377,0.577894462,0.000221742,1.083243063,0.630925219,0.15548499,0.12373642,0.515920114,Accession,AOP23,C3,F,C3_AOP23_F,3,OH-But,-1.190015952,0.92891845,-0.500970964,-0.048623778,0.003820922,1.33E-15,Bach2-1,GER,48.41,8.84
CS76681,0.000880276,0.059370603,0.014826799,-0.001873405,0.454528008,0.089713987,0.000114755,0.523515266,0.423584954,0.484292527,0.45564325,5.066411877,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.952062768,-0.796212877,0.450080364,1.104806489,-0.180248696,-2.55E-15,IP-Bae-0,ESP,43.34,-5.84
CS76682,0.003027085,0.133926033,0.022602663,0.933173544,0.394811206,0.314742413,0.023234076,0.937946456,0.497052447,0.359537811,0.267212305,1.254394669,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.111766848,0.360353043,0.007504912,-0.314834897,0.59259209,5.55E-16,Bai-10,GER,48.5,8.78
CS76687,0.002818752,0.118530444,0.023780827,0.958969375,0.510951218,0.413253663,0.00026721,1.032018205,0.70420322,0.129672572,0.075527909,1.236410619,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-1.006532,-0.047398664,-0.440130729,-0.322340025,0.173535322,1.22E-15,Balan-1,RUS,55.36,61.41
CS76688,0.001294788,0.062314143,0.020778397,1.001660454,0.744271485,0.361851556,-0.007425089,0.938110008,0.835899905,0.093271103,-0.098697952,2.056842018,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.523473282,-1.071935264,-0.267353387,-0.510441281,0.052440821,7.77E-16,Bar 1,SWE,62.8698,18.381
CS76689,0.001410946,0.048303961,0.029209737,0.125710198,0.674017025,0.109248543,0.000212126,0.764611982,0.800058725,0.13298586,0.216522306,6.169574479,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.04904585,-1.400757783,-0.153375503,0.254458767,-0.443212804,-8.80E-16,IP-Bar-1,ESP,41.43,2.13
CS76690,0.00321598,0.125732107,0.025578033,0.95749693,0.574106615,0.167062434,0.016361331,0.827314283,0.547400418,0.316508856,0.24246962,3.436479423,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.007411853,-0.527355276,0.188510707,-0.349849559,0.901891844,-5.83E-16,Basen-1,ITA,40.37,16.77
CS76691,0.001900931,0.073108771,0.026001408,0.990700768,0.676453844,0.291854506,0.000141126,-0.397368421,0.657232868,0.224555608,0.031550524,2.317777625,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.918290277,-1.849166524,3.443117026,1.474258361,0.401026675,-7.05E-15,Basta-1,RUS,51.84,79.48
CS76692,0.001491231,0.067230743,0.02218079,0.982679064,0.692934393,0.286668746,0.000347295,-0.608870968,0.796474604,0.106967335,0.020049565,2.417195467,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.922244535,-2.081329855,4.020340905,1.754206981,0.377341295,-7.99E-15,Basta-2,RUS,51.82,79.48
CS76693,0.001506118,0.077426388,0.019452257,0.983964626,0.626064742,0.349661499,0.000404121,-0.920731707,0.792005469,0.10482033,0.023869638,1.790488066,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.005387643,-2.023642044,4.902809781,2.320939617,0.268747231,-9.66E-15,Basta-3,RUS,51.84,79.46
CS76694,0.002395118,0.104088214,0.023010463,-0.003061139,0.580831291,0.139248819,0.00018751,0.968222776,0.680419596,0.190975861,0.27973238,4.171175691,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.347818994,-0.916271689,-0.749802058,0.19192229,-0.613045649,2.50E-16,BAU-15,FRA,50.6,2.93
CS76695,0.002043009,0.091249173,0.022389343,0.187921761,0.560112687,0.234978109,0.001151578,0.676610411,0.637912832,0.228444357,0.203757626,2.383680285,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.727324017,-0.92304047,0.173242216,0.520423364,-0.602686406,-1.18E-15,IP-Bea-0,ESP,36.52,-5.27
CS76697,0.000858607,0.034764122,0.024698078,0.885030105,0.585587946,0.34605969,0.000262349,1.004016791,0.79900873,0.127170098,0.068090015,1.692158789,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.814316744,-0.428216217,-0.419399006,-0.36983108,0.159338951,8.88E-16,Bela-2,SVK,48.47,18.94
CS76699,0.00249878,0.146707089,0.017032442,0.982041282,0.742422704,0.199029088,0.000144462,-0.175298065,0.475571792,0.334885331,0.058403745,3.730222111,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.683216341,-1.992608621,2.792649773,1.052398262,0.612570191,-6.83E-15,Bela-4,SVK,48.47,18.94
CS76700,0.004155082,0.164946761,0.025190443,0.080507715,0.725523553,0.187250219,0.000151366,0.920560278,0.586843469,0.216104337,0.087074862,3.87462059,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.601444856,-1.453801111,-0.567724469,-0.074254962,-0.917716249,4.44E-16,IP-Ben-0,ESP,38.37,-2.66
CS76701,0.003649364,0.160155095,0.022786437,0.941009695,0.269604692,0.254536955,0.043789805,0.937946456,0.554025096,0.282955645,0.432068548,1.059196656,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,0.577791671,0.901533757,0.200505085,-0.4137915,0.954582327,2.78E-16,Berg-1,GER,48.41,8.79
